Transaction ID,Filtered Transaction
Tran3105," Laundry Detergent ,  Dog Food"
Tran3107,"Milk,  Milk"
Tran3108,"Milk ,  Toilet Paper,  Milk "
Tran3109," Dog Food,  Dog Food"
Tran3110," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3111,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3112," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3113,"Milk,  Milk"
Tran3114," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3115," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3116,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3117,"Lotion ,  Milk,  Lotion "
Tran3118,"Milk,  Milk"
Tran3119,"Paper Towels,  Paper Towels"
Tran3120,"Laundry Detergent ,  Laundry Detergent "
Tran3121,"Milk ,  Paper Towels,  Paper Towels"
Tran3123," Razors ,  Dog Food,  Razors ,  Razors "
