Transaction ID,Filtered Transaction
Tran4952,"Eye Drops ,  Blood Pressure Monitor ,  Eye Drops "
Tran4953,"Cold and Flu Medicine ,  First Aid Supplies,  First Aid Supplies,  First Aid Supplies"
Tran4954,"First Aid Supplies ,  Thermometer,  Thermometer"
Tran4955,"Toothpaste ,  Band-Aids,  Toothpaste "
Tran4956,"Insect Repellent ,  First Aid Supplies ,  Thermometer"
Tran4957," Blood Pressure Monitor,  Blood Pressure Monitor"
Tran4959, Insect Repellent 
Tran4960,"Toothpaste ,  Band-Aids,  Toothpaste "
Tran4961,"Cold and Flu Medicine ,  Insect Repellent ,  Blood Pressure Monitor,  Cold and Flu Medicine "
Tran4962,"Band-Aids ,  Cold and Flu Medicine ,  Blood Pressure Monitor,  Band-Aids "
Tran4963,"Cold and Flu Medicine ,  Insect Repellent ,  Blood Pressure Monitor,  Cold and Flu Medicine "
Tran4964," Blood Pressure Monitor,  Blood Pressure Monitor"
Tran4965,"Band-Aids ,  Cold and Flu Medicine ,  Blood Pressure Monitor,  Band-Aids "
Tran4966,"Cold and Flu Medicine ,  Insect Repellent ,  Blood Pressure Monitor,  Cold and Flu Medicine "
Tran4967," Blood Pressure Monitor,  Blood Pressure Monitor"
Tran4968,"First Aid Supplies ,  Thermometer,  Thermometer"
Tran4969," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran4970," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran4972,"Blood Pressure Monitor ,  Thermometer,  Blood Pressure Monitor "
Tran4973,"Cold and Flu Medicine ,  First Aid Supplies,  First Aid Supplies"
Tran4975," Toothpaste,  Toothpaste"
Tran4976,"First Aid Supplies ,  Thermometer,  Thermometer"
Tran4977,"Blood Pressure Monitor ,  Thermometer,  Blood Pressure Monitor "
Tran4978,"Blood Pressure Monitor ,  Thermometer,  Blood Pressure Monitor "
Tran4981,"Band-Aids ,  First Aid Supplies ,  First Aid Supplies "
Tran4982,Blood Pressure Monitor 
Tran4983,"Band-Aids ,  First Aid Supplies ,  First Aid Supplies "
Tran4984,"Eye Drops ,  Eye Drops "
Tran4987,"Eye Drops ,  Blood Pressure Monitor ,  Eye Drops "
Tran4988,"Eye Drops ,  Blood Pressure Monitor ,  Eye Drops "
Tran4989,"Band-Aids ,  Cold and Flu Medicine ,  Blood Pressure Monitor,  Band-Aids "
Tran4990,"Cold and Flu Medicine ,  Insect Repellent ,  Blood Pressure Monitor,  Cold and Flu Medicine "
Tran4991," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran4992,"Cold and Flu Medicine ,  Insect Repellent ,  Blood Pressure Monitor,  Cold and Flu Medicine "
Tran4993,"First Aid Supplies ,  Thermometer,  Thermometer"
Tran4996,"First Aid Supplies ,  Thermometer,  Thermometer"
Tran4997," Blood Pressure Monitor,  Blood Pressure Monitor"
Tran4998, Insect Repellent 
Tran4999," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran5000,"First Aid Supplies ,  Thermometer,  Thermometer"
Tran5001,"Eye Drops ,  Eye Drops "
Tran5002,"First Aid Supplies ,  Thermometer,  Thermometer"
Tran5003,"Eye Drops ,  Eye Drops "
Tran5004," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran5005,"Cold and Flu Medicine ,  Thermometer,  Thermometer"
Tran5006, Insect Repellent 
Tran5007,"Eye Drops ,  Eye Drops "
Tran5008," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent ,  Toothpaste "
Tran5009,"Cold and Flu Medicine ,  Insect Repellent ,  Blood Pressure Monitor,  Cold and Flu Medicine "
Tran5010," Blood Pressure Monitor,  Blood Pressure Monitor"
Tran5012,"Cold and Flu Medicine ,  Insect Repellent ,  Blood Pressure Monitor,  Cold and Flu Medicine "
Tran5013, Insect Repellent 
Tran5014," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent ,  First Aid Supplies"
Tran5015,"Toothpaste ,  Band-Aids,  Toothpaste "
Tran5016,"First Aid Supplies ,  Thermometer,  Thermometer"
Tran5017,"Cold and Flu Medicine ,  Thermometer,  Thermometer"
Tran5018,"Eye Drops ,  Eye Drops "
Tran5019,"Cold and Flu Medicine ,  Insect Repellent ,  Blood Pressure Monitor,  Cold and Flu Medicine ,  Insect Repellent "
Tran5020,"Band-Aids ,  First Aid Supplies ,  First Aid Supplies "
Tran4021,"Cold and Flu Medicine ,  First Aid Supplies,  First Aid Supplies,  First Aid Supplies"
Tran4024,"Band-Aids ,  First Aid Supplies ,  First Aid Supplies "
Tran4025,"Toothpaste ,  Band-Aids,  Toothpaste "
Tran4027,"Cold and Flu Medicine ,  Thermometer,  Thermometer"
Tran4028,"Blood Pressure Monitor ,  Thermometer,  Blood Pressure Monitor "
Tran4029," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran4030,Blood Pressure Monitor 
Tran4031,"Cold and Flu Medicine ,  First Aid Supplies,  First Aid Supplies"
Tran4032,"Cold and Flu Medicine ,  Insect Repellent ,  Blood Pressure Monitor,  Cold and Flu Medicine "
Tran4033," Toothpaste,  Toothpaste"
Tran4034," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran4035,"Band-Aids ,  Cold and Flu Medicine ,  Blood Pressure Monitor,  Band-Aids "
Tran4036," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran4037,Blood Pressure Monitor 
Tran4038,"Cold and Flu Medicine ,  Thermometer,  Thermometer"
Tran4039, Insect Repellent 
Tran4040,"Band-Aids ,  First Aid Supplies ,  First Aid Supplies "
Tran4041, Insect Repellent 
Tran4042,"Cold and Flu Medicine ,  Thermometer,  Thermometer"
Tran4043,Blood Pressure Monitor 
Tran4044,"Eye Drops ,  Eye Drops "
Tran4045,"Band-Aids ,  Cold and Flu Medicine ,  Blood Pressure Monitor,  Band-Aids "
Tran4046,"Cold and Flu Medicine ,  Insect Repellent ,  Blood Pressure Monitor,  Cold and Flu Medicine "
Tran4047,"Cold and Flu Medicine ,  Thermometer,  Thermometer"
Tran4049,"Eye Drops ,  Blood Pressure Monitor ,  Eye Drops "
Tran4050," Toothpaste,  Toothpaste,  Toothpaste"
Tran4051," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran4052, Insect Repellent 
Tran4054,"First Aid Supplies ,  Thermometer,  Thermometer"
Tran4055,"Blood Pressure Monitor ,  Thermometer,  Blood Pressure Monitor "
Tran4056, Insect Repellent 
Tran4057," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran4058," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran4059,"Cold and Flu Medicine ,  Insect Repellent ,  Blood Pressure Monitor,  Cold and Flu Medicine "
Tran4060,"Blood Pressure Monitor ,  Thermometer,  Blood Pressure Monitor "
Tran4061,"Cold and Flu Medicine ,  Thermometer,  Thermometer"
Tran4062,"Eye Drops ,  Eye Drops "
Tran4063,Blood Pressure Monitor 
Tran4064,"Cold and Flu Medicine ,  First Aid Supplies,  First Aid Supplies"
Tran4065,"Cold and Flu Medicine ,  First Aid Supplies,  First Aid Supplies"
Tran4066," Toothpaste,  Toothpaste"
Tran4068," Thermometer ,  Eye Drops "
Tran4069,"First Aid Supplies ,  Thermometer,  Thermometer"
Tran4070,"Band-Aids ,  First Aid Supplies ,  First Aid Supplies "
Tran4071,"Cold and Flu Medicine ,  First Aid Supplies,  First Aid Supplies"
Tran4072,"Eye Drops ,  Eye Drops "
Tran4073,"Toothpaste ,  Band-Aids,  Toothpaste "
Tran4075,"Blood Pressure Monitor ,  Blood Pressure Monitor "
Tran4076,"Eye Drops ,  Blood Pressure Monitor ,  Eye Drops "
Tran4078," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran4079,"Insect Repellent ,  First Aid Supplies ,  Thermometer"
Tran4080,"Band-Aids ,  Cold and Flu Medicine ,  Blood Pressure Monitor,  Band-Aids "
Tran4082,"Eye Drops ,  Eye Drops "
Tran4083,"Cold and Flu Medicine ,  Thermometer,  Thermometer"
Tran4085,"Band-Aids ,  First Aid Supplies ,  First Aid Supplies "
Tran4086, Insect Repellent 
Tran4090,"Band-Aids ,  First Aid Supplies ,  First Aid Supplies "
Tran4093,"Blood Pressure Monitor ,  Thermometer,  Blood Pressure Monitor "
Tran4094,"First Aid Supplies ,  Thermometer,  Thermometer"
Tran4095,"Toothpaste ,  Band-Aids,  Toothpaste "
Tran4096,Blood Pressure Monitor 
Tran4097, Insect Repellent 
Tran4098,"Eye Drops ,  Blood Pressure Monitor ,  Eye Drops ,  Eye Drops "
Tran4099,"Band-Aids ,  Cold and Flu Medicine ,  Blood Pressure Monitor,  Band-Aids "
Tran4100," Toothpaste,  Toothpaste"
Tran4101,"Band-Aids ,  Cold and Flu Medicine ,  Blood Pressure Monitor,  Band-Aids "
Tran4102, Insect Repellent 
Tran4103,"Eye Drops ,  Eye Drops "
Tran4104,"Eye Drops ,  Eye Drops "
Tran4105," Blood Pressure Monitor,  Blood Pressure Monitor"
Tran4107,"Insect Repellent ,  First Aid Supplies ,  Thermometer"
Tran4108,"Blood Pressure Monitor ,  Blood Pressure Monitor "
Tran4109," Thermometer ,  Eye Drops "
Tran4110,"Band-Aids ,  Cold and Flu Medicine ,  Blood Pressure Monitor,  Band-Aids "
Tran4112,"Cold and Flu Medicine ,  Insect Repellent ,  Blood Pressure Monitor,  Cold and Flu Medicine ,  Blood Pressure Monitor"
Tran4114,"Band-Aids ,  First Aid Supplies ,  First Aid Supplies "
Tran4115," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran4116,"Toothpaste ,  Band-Aids,  Toothpaste "
Tran4117,"Eye Drops ,  Blood Pressure Monitor ,  Eye Drops "
Tran4118,"First Aid Supplies ,  Thermometer,  Thermometer"
Tran4119," Toothpaste,  Toothpaste"
Tran4120,"Band-Aids ,  First Aid Supplies ,  First Aid Supplies "
Tran4121," Thermometer ,  Eye Drops "
Tran4122,Blood Pressure Monitor 
Tran4123,"Blood Pressure Monitor ,  Thermometer,  Blood Pressure Monitor "
Tran4124,"Cold and Flu Medicine ,  Thermometer,  Thermometer"
Tran4125,"Insect Repellent ,  First Aid Supplies ,  Thermometer"
Tran4126,Blood Pressure Monitor 
Tran4127,"Eye Drops ,  Eye Drops "
Tran4129," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran4130,"First Aid Supplies ,  Thermometer,  Thermometer"
Tran4131,"Cold and Flu Medicine ,  First Aid Supplies,  First Aid Supplies"
Tran4132,"Cold and Flu Medicine ,  First Aid Supplies,  First Aid Supplies"
Tran4133," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran4134,"Cold and Flu Medicine ,  Thermometer,  Thermometer"
Tran4135," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran4136,"Blood Pressure Monitor ,  Thermometer,  Blood Pressure Monitor "
Tran4137,"Cold and Flu Medicine ,  First Aid Supplies,  First Aid Supplies"
Tran4138,"Cold and Flu Medicine ,  First Aid Supplies,  First Aid Supplies"
Tran4139,"Band-Aids ,  Cold and Flu Medicine ,  Blood Pressure Monitor,  Band-Aids "
Tran4140,"Insect Repellent ,  First Aid Supplies ,  Thermometer"
Tran4141, Insect Repellent 
Tran4142,"Band-Aids ,  Cold and Flu Medicine ,  Blood Pressure Monitor,  Band-Aids "
Tran4143,Blood Pressure Monitor 
Tran4144,"Insect Repellent ,  First Aid Supplies ,  Thermometer"
Tran4145,"Blood Pressure Monitor ,  Thermometer,  Blood Pressure Monitor "
Tran4147," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran4149," Thermometer ,  Eye Drops ,  Thermometer "
Tran4151,Blood Pressure Monitor 
Tran4152," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran4153,"Eye Drops ,  Eye Drops ,  Eye Drops "
Tran4154,"Band-Aids ,  Cold and Flu Medicine ,  Blood Pressure Monitor,  Band-Aids "
Tran4156,"Cold and Flu Medicine ,  Insect Repellent ,  Blood Pressure Monitor,  Cold and Flu Medicine "
Tran4157,"Toothpaste ,  Band-Aids,  Toothpaste "
Tran4158,"Band-Aids ,  Cold and Flu Medicine ,  Blood Pressure Monitor,  Band-Aids "
Tran4159,"First Aid Supplies ,  Thermometer,  Thermometer"
Tran4160, Insect Repellent 
Tran4161,"First Aid Supplies ,  Thermometer,  Thermometer"
Tran4163,"Band-Aids ,  Cold and Flu Medicine ,  Blood Pressure Monitor,  Band-Aids "
Tran4164," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran4165,"Cold and Flu Medicine ,  First Aid Supplies,  First Aid Supplies"
Tran4166,"Insect Repellent ,  First Aid Supplies ,  Thermometer"
Tran4167,Blood Pressure Monitor 
Tran4168,"Cold and Flu Medicine ,  First Aid Supplies,  First Aid Supplies"
Tran4169," Blood Pressure Monitor,  Blood Pressure Monitor"
Tran4170,"Eye Drops ,  Blood Pressure Monitor ,  Eye Drops "
Tran4173,"Band-Aids ,  First Aid Supplies ,  First Aid Supplies "
Tran4175,"Toothpaste ,  Band-Aids,  Toothpaste "
Tran4176,"Toothpaste ,  Band-Aids,  Toothpaste "
Tran4178,"Toothpaste ,  Band-Aids,  Toothpaste "
Tran4179,"Cold and Flu Medicine ,  Insect Repellent ,  Blood Pressure Monitor,  Cold and Flu Medicine "
Tran4180,"Toothpaste ,  Band-Aids,  Toothpaste "
Tran4181,"Cold and Flu Medicine ,  Thermometer,  Thermometer"
Tran4183,"Toothpaste ,  Band-Aids,  Toothpaste "
Tran4184," Thermometer ,  Eye Drops "
Tran4185,"Cold and Flu Medicine ,  Insect Repellent ,  Blood Pressure Monitor,  Cold and Flu Medicine "
Tran4186,"Cold and Flu Medicine ,  First Aid Supplies,  First Aid Supplies"
Tran4187,"Cold and Flu Medicine ,  Thermometer,  Thermometer"
Tran4188," Toothpaste,  Toothpaste"
Tran4189," Blood Pressure Monitor,  Blood Pressure Monitor"
Tran4191,"Cold and Flu Medicine ,  Insect Repellent ,  Blood Pressure Monitor,  Cold and Flu Medicine "
Tran4192, Insect Repellent 
Tran4193,"Cold and Flu Medicine ,  Insect Repellent ,  Blood Pressure Monitor,  Cold and Flu Medicine "
Tran4194,"Insect Repellent ,  First Aid Supplies ,  Thermometer"
Tran4195," Band-Aids ,  Toothpaste ,  Insect Repellent ,  First Aid Supplies,  Insect Repellent "
Tran4196,Blood Pressure Monitor 
Tran4197,"First Aid Supplies ,  Thermometer,  Thermometer,  Thermometer"
Tran4198," Toothpaste,  Toothpaste,  Toothpaste"
Tran4199,"Eye Drops ,  Blood Pressure Monitor ,  Eye Drops "
Tran4200,"Blood Pressure Monitor ,  Thermometer,  Blood Pressure Monitor "
Tran4201,"Cold and Flu Medicine ,  First Aid Supplies,  First Aid Supplies"
Tran4203,"Blood Pressure Monitor ,  Thermometer,  Blood Pressure Monitor "
Tran4204," Blood Pressure Monitor,  Blood Pressure Monitor,  Blood Pressure Monitor"
Tran4206,Blood Pressure Monitor 
Tran4207,"Cold and Flu Medicine ,  Insect Repellent ,  Blood Pressure Monitor,  Cold and Flu Medicine "
Tran4211,"Band-Aids ,  First Aid Supplies ,  First Aid Supplies "
Tran4212,"Cold and Flu Medicine ,  First Aid Supplies,  First Aid Supplies,  First Aid Supplies"
Tran4213," Blood Pressure Monitor,  Blood Pressure Monitor"
Tran4214,"Band-Aids ,  Cold and Flu Medicine ,  Blood Pressure Monitor,  Band-Aids "
Tran4215,"Band-Aids ,  Cold and Flu Medicine ,  Blood Pressure Monitor,  Band-Aids "
Tran4216,"Blood Pressure Monitor ,  Thermometer,  Blood Pressure Monitor "
Tran4217,"Toothpaste ,  Band-Aids,  Toothpaste ,  Toothpaste "
